Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,BR,HZ,RA,TSRA,VCTS,FU,TS,DZ,BCFG,FG+,MIFG,FG,SQ,SN,VCFG,GR,Date
63.5,54.5,59.5,-2.0,53.5,56.0,5.5,0.0,0 days 04:22:00.000000000,0 days 19:16:00.000000000,0.21000000000000002,29.245,29.97,8.0,9.5,8.7,2013,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-27
76.0,57.5,67.0,1.5,63.5,65.5,0.0,2.0,0 days 04:21:00.000000000,0 days 19:16:00.000000000,1.2000000000000002,29.095,29.785,9.1,20.0,10.25,2013,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-28
84.5,64.5,74.5,5.0,63.0,67.0,0.0,9.5,0 days 04:21:00.000000000,0 days 19:17:00.000000000,0.015,29.195,29.88,7.6,20.0,8.95,2013,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-29
83.5,64.5,74.5,5.0,65.0,68.5,0.0,9.5,0 days 04:20:00.000000000,0 days 19:18:00.000000000,0.3,29.174999999999997,29.85,13.15,18.5,14.25,2013,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-30
77.5,64.5,71.5,3.5,64.5,67.0,0.0,6.5,0 days 04:20:00.000000000,0 days 19:19:00.000000000,0.265,29.09,29.79,12.05,19.5,12.399999999999999,2013,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-05-31
76.0,63.0,70.0,3.0,61.5,64.0,0.0,5.0,0 days 04:19:00.000000000,0 days 19:20:00.000000000,0.5,29.015,29.69,12.5,21.5,12.45,2013,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-01
63.0,45.0,54.0,-5.5,49.0,51.0,11.0,0.0,0 days 04:19:00.000000000,0 days 19:20:00.000000000,0.01,29.275,29.93,2.3,4.5,6.95,2013,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-02
68.0,43.0,56.0,-4.0,41.5,49.5,9.0,0.0,0 days 04:18:00.000000000,0 days 19:21:00.000000000,0.0,29.375,30.064999999999998,3.1500000000000004,10.5,4.4,2013,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-03
72.0,50.0,61.0,-1.5,44.5,52.0,4.0,0.0,0 days 04:18:00.000000000,0 days 19:22:00.000000000,0.0,29.425,30.115000000000002,5.449999999999999,7.0,6.5,2013,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-04
74.5,55.0,65.0,-0.5,47.5,54.5,0.5,0.5,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0.0075,29.284999999999997,29.994999999999997,6.449999999999999,5.5,8.25,2013,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-05
64.5,53.0,59.0,-4.0,49.0,53.0,6.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000,0.105,29.205,29.905,8.95,3.0,9.35,2013,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-06
68.0,53.0,60.5,-3.0,44.5,52.0,4.5,0.0,0 days 04:17:00.000000000,0 days 19:24:00.000000000,0.0025,29.23,29.92,9.15,2.5,9.55,2013,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-07
74.0,49.5,62.0,-2.0,42.5,53.0,3.0,0.0,0 days 04:17:00.000000000,0 days 19:25:00.000000000,0.0,29.28,29.96,4.7,6.5,5.5,2013,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-08
81.5,56.5,69.5,1.0,54.0,61.0,0.0,4.5,0 days 04:16:00.000000000,0 days 19:25:00.000000000,0.01,29.185,29.88,6.55,15.0,8.65,2013,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-09
75.5,60.5,68.0,0.5,62.0,64.5,0.0,3.0,0 days 04:16:00.000000000,0 days 19:26:00.000000000,0.5549999999999999,29.11,29.785,2.35,5.5,4.35,2013,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-10
83.5,60.0,72.0,2.5,61.5,66.5,0.0,7.0,0 days 04:16:00.000000000,0 days 19:26:00.000000000,0.1225,29.17,29.85,2.85,24.0,4.3,2013,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-11
86.5,63.5,75.5,3.5,64.0,67.0,0.0,10.5,0 days 04:16:00.000000000,0 days 19:27:00.000000000,0.5,29.04,29.74,3.0,6.5,6.9,2013,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-12
72.5,58.5,66.0,-1.0,53.5,59.0,0.0,1.0,0 days 04:16:00.000000000,0 days 19:27:00.000000000,0.0,29.259999999999998,29.915,12.149999999999999,2.0,12.7,2013,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-13
77.0,56.5,67.0,-0.5,50.5,57.0,0.0,2.0,0 days 04:16:00.000000000,0 days 19:28:00.000000000,0.0,29.369999999999997,30.045,6.3,5.5,7.85,2013,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-14
80.5,59.5,70.0,0.5,61.0,64.5,0.0,5.0,0 days 04:16:00.000000000,0 days 19:28:00.000000000,0.14500000000000002,29.245,29.95,5.6,21.0,7.45,2013,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-15
84.5,69.0,77.0,4.5,62.0,67.0,0.0,12.0,0 days 04:16:00.000000000,0 days 19:29:00.000000000,0.0,29.195,29.875,8.45,25.5,9.35,2013,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-16
88.0,60.5,74.5,2.5,55.5,63.5,0.0,9.5,0 days 04:16:00.000000000,0 days 19:29:00.000000000,0.065,29.21,29.884999999999998,3.8,28.5,8.25,2013,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-17
70.5,56.5,64.0,-3.0,52.0,56.5,1.0,0.0,0 days 04:16:00.000000000,0 days 19:29:00.000000000,0.005,29.335,30.005000000000003,11.75,2.5,12.0,2013,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-18
75.0,55.0,65.0,-3.0,46.0,55.5,0.5,0.5,0 days 04:16:00.000000000,0 days 19:30:00.000000000,0.0,29.415,30.095,6.15,7.5,7.050000000000001,2013,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-19
86.0,59.0,72.5,0.5,57.5,64.0,0.0,7.5,0 days 04:16:00.000000000,0 days 19:30:00.000000000,0.0,29.415,30.1,5.55,11.5,6.550000000000001,2013,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-20
83.5,69.0,76.5,2.5,64.0,67.5,0.0,11.5,0 days 04:16:00.000000000,0 days 19:30:00.000000000,0.45,29.365000000000002,30.04,7.5,19.0,9.55,2013,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-21
81.5,68.5,75.5,2.0,66.0,69.0,0.0,10.5,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.02,29.335,30.005000000000003,3.95,21.0,8.1,2013,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-22
88.0,67.5,78.0,3.5,67.0,70.5,0.0,13.0,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.4225,29.3,29.97,10.0,20.0,10.5,2013,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-23
87.5,67.5,77.5,3.5,66.0,69.0,0.0,12.5,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.16,29.275,29.955,9.7,22.0,10.5,2013,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-24
86.0,68.5,77.5,2.5,68.0,71.0,0.0,12.5,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.017499999999999998,29.17,29.855,4.85,20.0,7.75,2013,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-25
80.5,67.0,74.0,1.0,66.0,68.0,0.0,9.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0.835,29.08,29.755000000000003,2.4000000000000004,17.0,8.2,2013,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-26
90.5,65.0,78.0,3.0,66.0,69.5,0.0,13.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0.755,29.045,29.72,6.65,29.0,7.0,2013,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-27
83.0,67.5,75.5,2.0,60.5,65.5,0.0,10.5,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0.0825,28.939999999999998,29.625,9.75,30.0,10.350000000000001,2013,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-28
72.0,64.0,68.0,-1.5,59.0,62.0,0.0,3.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0.0025,29.0,29.655,11.85,1.5,12.15,2013,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-29
76.5,63.0,70.0,-1.0,52.0,59.5,0.0,5.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0.0,29.225,29.869999999999997,13.9,1.5,14.05,2013,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-30
75.0,60.0,67.5,-2.5,50.5,58.0,0.0,2.5,0 days 04:20:00.000000000,0 days 19:31:00.000000000,0.0,29.34,30.020000000000003,13.2,3.0,12.95,2013,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-01
68.0,61.0,64.5,-4.0,52.5,57.5,0.5,0.0,0 days 04:20:00.000000000,0 days 19:31:00.000000000,0.005,29.36,30.045,11.5,3.0,11.75,2013,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-02
73.0,60.5,67.0,-3.0,60.0,62.0,0.0,2.0,0 days 04:21:00.000000000,0 days 19:31:00.000000000,0.045000000000000005,29.35,30.035,1.35,19.0,4.75,2013,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-03
83.0,58.5,71.0,-1.0,60.0,64.5,0.0,6.0,0 days 04:22:00.000000000,0 days 19:30:00.000000000,0.0,29.375,30.05,5.85,19.5,6.4,2013,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-04
86.5,61.5,74.0,0.5,60.5,66.0,0.0,9.0,0 days 04:22:00.000000000,0 days 19:30:00.000000000,0.0,29.36,30.035,4.4,19.5,5.35,2013,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-05
82.5,68.0,75.5,1.0,64.0,68.0,0.0,10.5,0 days 04:23:00.000000000,0 days 19:30:00.000000000,0.0,29.325,30.005000000000003,4.75,19.0,5.2,2013,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-06
88.5,70.0,79.5,3.5,66.5,71.0,0.0,14.5,0 days 04:23:00.000000000,0 days 19:30:00.000000000,0.0,29.295,29.965,7.3,21.0,7.5,2013,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-07
86.5,70.5,78.5,2.5,70.5,73.0,0.0,13.5,0 days 04:24:00.000000000,0 days 19:29:00.000000000,0.6699999999999999,29.275,29.95,8.9,22.5,9.45,2013,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-08
85.0,74.0,79.5,3.0,73.0,75.0,0.0,14.5,0 days 04:25:00.000000000,0 days 19:29:00.000000000,0.0075,29.225,29.91,7.9,23.0,8.3,2013,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-09
86.0,66.0,76.5,1.5,65.0,69.5,0.0,11.5,0 days 04:25:00.000000000,0 days 19:29:00.000000000,0.0,29.23,29.884999999999998,4.85,18.5,8.15,2013,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-10
80.5,63.5,72.5,0.0,53.0,61.5,0.0,7.5,0 days 04:26:00.000000000,0 days 19:28:00.000000000,0.0,29.39,30.055,6.4,3.0,7.45,2013,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-11
82.5,59.0,71.0,-1.0,53.5,61.5,0.0,6.0,0 days 04:27:00.000000000,0 days 19:28:00.000000000,0.0,29.41,30.095,4.05,8.0,5.1,2013,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-12
83.5,64.5,74.0,0.0,58.5,65.0,0.0,9.0,0 days 04:28:00.000000000,0 days 19:27:00.000000000,0.0,29.439999999999998,30.115000000000002,6.6,9.0,7.3,2013,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-13
88.0,72.5,80.5,3.5,66.0,70.5,0.0,15.5,0 days 04:28:00.000000000,0 days 19:27:00.000000000,0.0,29.494999999999997,30.165,7.449999999999999,8.5,8.05,2013,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-14
90.0,73.0,81.5,3.0,71.0,74.0,0.0,16.5,0 days 04:29:00.000000000,0 days 19:26:00.000000000,0.055,29.545,30.22,4.65,8.0,5.65,2013,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-15
92.5,75.0,84.0,4.5,71.0,75.0,0.0,19.0,0 days 04:30:00.000000000,0 days 19:25:00.000000000,0.005,29.575,30.244999999999997,6.6,22.5,7.05,2013,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-16
94.5,76.5,85.5,5.5,71.0,75.5,0.0,20.5,0 days 04:31:00.000000000,0 days 19:25:00.000000000,0.0,29.54,30.22,6.45,25.5,7.0,2013,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-17
95.5,78.0,87.0,6.0,71.5,76.0,0.0,22.0,0 days 04:32:00.000000000,0 days 19:24:00.000000000,0.0025,29.345,30.045,8.0,23.5,8.75,2013,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-18
96.5,73.0,85.0,5.0,69.5,75.0,0.0,20.0,0 days 04:33:00.000000000,0 days 19:23:00.000000000,0.2925,29.135,29.825,13.350000000000001,24.5,13.95,2013,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-19
88.5,71.5,80.0,3.0,63.5,69.0,0.0,15.0,0 days 04:33:00.000000000,0 days 19:23:00.000000000,0.034999999999999996,29.200000000000003,29.855,4.3,2.0,7.35,2013,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-20
88.5,70.0,79.5,2.0,64.0,69.0,0.0,14.5,0 days 04:34:00.000000000,0 days 19:22:00.000000000,0.005,29.21,29.884999999999998,2.8499999999999996,9.0,7.300000000000001,2013,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-21
88.5,71.5,80.0,2.5,65.0,70.5,0.0,15.0,0 days 04:35:00.000000000,0 days 19:21:00.000000000,0.005,29.105,29.775,5.050000000000001,22.5,7.4,2013,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-22
79.0,64.0,72.0,-1.5,59.0,64.0,0.0,7.0,0 days 04:36:00.000000000,0 days 19:20:00.000000000,0.015,29.18,29.82,8.05,1.5,11.2,2013,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-23
72.5,61.0,67.0,-4.0,49.5,57.5,0.0,2.0,0 days 04:37:00.000000000,0 days 19:19:00.000000000,0.0,29.345,30.01,8.95,5.0,9.3,2013,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-24
81.0,57.5,69.5,-2.5,53.0,60.5,0.0,4.5,0 days 04:38:00.000000000,0 days 19:18:00.000000000,0.0,29.36,30.05,3.4,23.0,4.5,2013,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-25
72.0,63.5,68.0,-4.0,59.5,62.5,0.0,3.0,0 days 04:39:00.000000000,0 days 19:18:00.000000000,0.2,29.245,29.94,8.45,21.5,9.35,2013,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-26
66.5,56.0,61.5,-7.0,50.0,55.5,3.5,0.0,0 days 04:40:00.000000000,0 days 19:17:00.000000000,0.0,29.200000000000003,29.895,9.65,30.0,10.95,2013,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-27
70.0,54.5,62.5,-6.0,48.5,54.5,2.5,0.0,0 days 04:41:00.000000000,0 days 19:16:00.000000000,0.005,29.265,29.935000000000002,9.1,27.0,9.45,2013,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-28
76.0,57.5,67.0,-3.5,54.0,59.0,0.0,2.0,0 days 04:42:00.000000000,0 days 19:15:00.000000000,0.0,29.439999999999998,30.105,2.15,1.5,7.35,2013,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-29
74.0,59.0,67.0,-4.0,57.5,61.5,0.0,2.0,0 days 04:43:00.000000000,0 days 19:14:00.000000000,0.0225,29.425,30.12,4.85,16.0,5.35,2013,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-30
75.0,63.0,69.5,-2.5,63.5,65.0,0.0,4.5,0 days 04:44:00.000000000,0 days 19:13:00.000000000,0.33999999999999997,29.295,29.994999999999997,2.35,31.0,4.300000000000001,2013,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-31
81.5,61.0,71.5,-1.0,55.5,62.0,0.0,6.5,0 days 04:45:00.000000000,0 days 19:11:00.000000000,0.0,29.259999999999998,29.95,6.9,29.5,7.449999999999999,2013,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-01
85.0,63.5,74.5,0.0,62.5,66.5,0.0,9.5,0 days 04:46:00.000000000,0 days 19:10:00.000000000,0.52,29.189999999999998,29.87,3.6,26.0,7.949999999999999,2013,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-02
80.0,65.0,73.0,0.0,54.5,62.0,0.0,8.0,0 days 04:47:00.000000000,0 days 19:09:00.000000000,0.0,29.36,30.025,6.35,3.0,7.6,2013,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-03
74.5,60.0,67.5,-2.5,55.5,61.0,0.0,2.5,0 days 04:48:00.000000000,0 days 19:08:00.000000000,0.005,29.455,30.134999999999998,6.0,6.5,7.35,2013,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-04
75.5,60.5,68.5,-3.0,57.5,61.5,0.0,3.5,0 days 04:49:00.000000000,0 days 19:07:00.000000000,0.045000000000000005,29.259999999999998,29.98,6.949999999999999,18.5,7.75,2013,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-05
84.0,67.5,76.0,1.0,66.5,69.5,0.0,11.0,0 days 04:50:00.000000000,0 days 19:06:00.000000000,0.02,29.17,29.855,7.949999999999999,21.0,8.7,2013,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-06
90.0,68.5,79.5,2.5,67.5,71.0,0.0,14.5,0 days 04:51:00.000000000,0 days 19:04:00.000000000,0.0075,29.17,29.825,3.2,30.0,10.2,2013,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-07
78.5,67.0,73.0,-0.5,55.5,62.0,0.0,8.0,0 days 04:52:00.000000000,0 days 19:03:00.000000000,0.0,29.295,29.97,9.55,5.0,10.05,2013,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-08
83.0,60.5,72.0,-1.0,59.0,65.0,0.0,7.0,0 days 04:53:00.000000000,0 days 19:02:00.000000000,0.0025,29.310000000000002,29.975,4.800000000000001,27.0,5.449999999999999,2013,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-09
81.0,66.0,74.0,0.0,56.0,56.0,0.0,9.0,0 days 04:54:00.000000000,0 days 19:00:00.000000000,0.0,29.244639945652192,30.075,5.65,5.5,6.95,2013,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-10
82.5,61.5,72.5,-1.0,59.0,55.5,0.0,7.5,0 days 04:55:00.000000000,0 days 18:59:00.000000000,0.0075,29.385,30.064999999999998,3.0,25.5,4.2,2013,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-11
83.5,68.0,76.0,1.0,64.0,59.5,0.0,11.0,0 days 04:56:00.000000000,0 days 18:58:00.000000000,0.465,29.240000000000002,29.925,4.0,26.5,7.6,2013,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-12
70.5,60.0,65.5,-4.5,51.0,57.5,0.5,1.0,0 days 04:57:00.000000000,0 days 18:56:00.000000000,0.0,29.395000000000003,30.064999999999998,9.95,2.5,10.75,2013,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-13
71.5,57.0,64.5,-4.0,49.5,56.0,0.5,0.0,0 days 04:58:00.000000000,0 days 18:55:00.000000000,0.0,29.48,30.16,3.45,3.5,7.05,2013,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-14
74.5,56.0,65.5,-3.5,51.5,58.0,0.0,0.5,0 days 04:59:00.000000000,0 days 18:54:00.000000000,0.0,29.435,30.13,4.35,23.0,4.95,2013,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-15
82.0,56.5,69.5,-1.5,51.5,60.0,0.0,4.5,0 days 05:00:00.000000000,0 days 18:52:00.000000000,0.0,29.47,30.145,3.9,5.5,5.5,2013,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-16
80.0,58.5,69.5,-1.5,55.5,62.0,0.0,4.5,0 days 05:01:00.000000000,0 days 18:51:00.000000000,0.0,29.5,30.185000000000002,5.85,7.5,6.35,2013,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-17
81.0,60.5,71.0,-1.0,57.0,63.5,0.0,6.0,0 days 05:02:00.000000000,0 days 18:49:00.000000000,0.0,29.445,30.134999999999998,3.95,8.0,4.8,2013,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-18
85.5,60.0,73.0,0.0,59.0,65.0,0.0,8.0,0 days 05:03:00.000000000,0 days 18:48:00.000000000,0.0,29.375,30.064999999999998,4.449999999999999,25.0,4.949999999999999,2013,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-19
88.0,67.0,77.5,3.0,61.5,67.5,0.0,12.5,0 days 05:04:00.000000000,0 days 18:46:00.000000000,0.0,29.375,30.055,7.35,21.5,7.75,2013,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-20
90.5,69.0,80.0,4.0,64.5,70.0,0.0,15.0,0 days 05:05:00.000000000,0 days 18:45:00.000000000,0.030000000000000002,29.335,30.02,8.8,22.5,9.15,2013,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-21
78.0,67.5,73.0,1.0,66.5,68.5,0.0,8.0,0 days 05:06:00.000000000,0 days 18:43:00.000000000,0.295,29.39,30.05,2.0,23.5,7.0,2013,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-22
81.5,63.0,72.5,0.5,55.0,63.0,0.0,7.5,0 days 05:08:00.000000000,0 days 18:42:00.000000000,0.0,29.46,30.134999999999998,6.65,6.0,7.4,2013,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-23
86.0,62.0,74.0,1.0,57.5,64.5,0.0,9.0,0 days 05:09:00.000000000,0 days 18:40:00.000000000,0.0,29.52,30.2,4.949999999999999,16.5,6.0,2013,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-24
89.0,66.5,78.0,3.5,61.0,67.5,0.0,13.0,0 days 05:10:00.000000000,0 days 18:39:00.000000000,0.0,29.490000000000002,30.175,9.399999999999999,21.5,9.85,2013,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-25
92.0,70.0,81.0,5.5,67.0,71.5,0.0,16.0,0 days 05:11:00.000000000,0 days 18:37:00.000000000,0.0,29.375,30.06,9.1,23.5,9.45,2013,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-26
96.0,77.0,87.0,8.5,69.0,74.5,0.0,22.0,0 days 05:12:00.000000000,0 days 18:35:00.000000000,0.0,29.21,29.895,12.1,24.0,12.35,2013,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-27
83.0,71.0,77.0,3.5,68.0,71.5,0.0,12.0,0 days 05:13:00.000000000,0 days 18:34:00.000000000,0.0,29.29,29.945,6.35,19.5,9.0,2013,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-28
88.0,67.5,78.0,4.0,64.5,69.0,0.0,13.0,0 days 05:14:00.000000000,0 days 18:32:00.000000000,0.0,29.325,30.005000000000003,4.05,10.0,4.65,2013,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-29
96.0,68.0,82.5,6.0,67.5,71.5,0.0,17.5,0 days 05:15:00.000000000,0 days 18:31:00.000000000,0.415,29.17,29.855,4.85,25.0,8.05,2013,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-30
77.5,70.5,74.5,3.0,66.5,68.5,0.0,9.5,0 days 05:16:00.000000000,0 days 18:29:00.000000000,0.515,29.130000000000003,29.814999999999998,5.949999999999999,4.5,7.1,2013,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-31
84.5,66.5,75.5,3.5,66.5,69.5,0.0,10.5,0 days 05:17:00.000000000,0 days 18:27:00.000000000,0.08,29.08,29.755000000000003,4.05,28.0,5.5,2013,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-01
78.0,61.0,70.0,1.0,60.5,64.0,0.0,5.0,0 days 05:18:00.000000000,0 days 18:26:00.000000000,0.0,29.240000000000002,29.895,7.8,2.0,8.95,2013,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-02
76.5,57.5,67.0,-0.5,54.0,59.5,0.0,2.0,0 days 05:19:00.000000000,0 days 18:24:00.000000000,0.0,29.355,30.02,2.75,32.0,5.199999999999999,2013,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-03
84.0,59.0,72.0,2.0,56.0,62.5,0.0,7.0,0 days 05:20:00.000000000,0 days 18:22:00.000000000,0.0,29.405,30.08,6.300000000000001,25.5,6.9,2013,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-04
74.0,62.0,68.5,0.0,53.5,60.0,0.0,3.5,0 days 05:21:00.000000000,0 days 18:21:00.000000000,0.0025,29.52,30.195,9.1,5.5,9.55,2013,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-05
85.5,59.5,73.0,2.5,56.5,63.5,0.0,8.0,0 days 05:22:00.000000000,0 days 18:19:00.000000000,0.0,29.41,30.11,4.5,18.5,6.0,2013,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-06
